"lemma","custom_pos","Frequency"
"bowl","n",26
"faugh","adj",1
"untame","adj",1
"el","adj",1
"el","n",2
"ven","n",3
"lofty","adj",1
"lofty","n",3
"re","adj",1
"re","n",1
"re","v",8
"spr","v",3
"waterfall","n",9
"herself","pron",14
"grace","n",3
"ding","n",3
"questioningly","adv",1
"clothed","n",1
"clothed","v",14
"girdle","n",5
"cheese","n",4
"clean","adj",33
"clean","v",6
"grimy","adj",2
"grimy","n",1
"tangles","n",1
"sloping","n",3
"sloping","v",3
"penthouse","n",1
"walls","n",44
"strew","v",3
"mattress","n",3
"bench","n",5
"basin","n",17
"basin","prep",1
"ewer","n",2
"slipper","n",1
"ate","v",2
"famish","adj",1
"famish","v",1
"drinking","n",2
"footstool","n",3
"chimney","n",10
"shelf","n",21
"nightly","adj",1
"nightly","adv",1
"nightly","n",2
"eyelid","n",5
"nay","interj",55
"nay","n",3
"singer","n",3
"cunning","n",12
"cunning","v",9
"maze","n",2
"til","v",2
"melte","v",5
"bathe","v",5
"upright","adv",3
"upright","n",3
"upright","v",1
"resting","n",1
"resting","v",1
"wool","n",3
"pierce","n",3
"pierce","v",42
"pinnacle","n",16
"crying","n",5
"crying","v",2
"wing","n",52
"wing","v",1
"staff","n",63
"yammer","v",3
"gallop","n",5
"gallop","v",18
"unremembered","adj",1
"pleasantly","adv",1
"groan","interj",2
"groan","v",4
"squeak","n",2
"squeak","v",5
"frett","v",2
"scraping","n",1
"scraping","v",1
"irresistibly","adv",2
"shoreless","adj",2
"gurgle","n",1
"gurgle","v",2
"surly","adj",1
"surly","adv",6
"flagstone","n",1
"logs","n",1
"leapt","n",3
"leapt","v",19
"pock","v",2
"print","n",11
"screen","n",4
"screen","v",5
"bean","n",2
"soiled","v",1
"stain","n",3
"stain","v",18
"broaden","v",5
"channel","n",13
"plume","n",7
"plume","v",1
"billow","n",4
"billow","v",2
"rainy","adj",2
"hilltop","n",1
"nosing","adv",1
"nosing","v",1
"underfoot","adv",1
"nuy","v",1
"del","n",2
"needless","adj",4
"clatter","n",4
"clatter","v",4
"stair","n",100
"unbroken","adj",8
"departing","n",2
"departing","v",1
"awoke","n",5
"awoke","prep",1
"awoke","v",10
"wetter","adj",1
"spill","n",1
"spill","v",11
"chalky","n",1
"bubbl","adv",1
"bubbl","n",1
"bubbl","v",2
"waive","v",4
"warde","v",2
"washing","v",2
"cleaning","n",3
"hatred","n",7
"hatred","v",1
"hack","adj",1
"hack","v",4
"destroyer","n",2
"usurper","n",1
"survivor","n",3
"fathers","n",7
"countless","adj",16
"countless","v",1
"rotten","adj",2
"rotten","n",1
"thread","n",19
"thread","v",5
"bubbling","n",8
"bubbling","v",2
"pebble","n",3
"cranny","n",2
"cranny","v",1
"barrows","n",2
"sheep","n",4
"sheep","v",1
"bleat","v",1
"flock","n",4
"flock","v",3
"fortress","n",12
"metal","n",10
"victory","adj",2
"victory","n",38
"bier","n",10
"queens","n",3
"wight","n",13
"clink","n",4
"clink","v",1
"tooth","n",39
"tooth","v",1
"nestle","v",2
"lime","n",2
"seas","n",13
"sire","n",11
"withdraw","v",23
"tom","conj",2
"tom","n",8
"raindrop","n",1
"acorn","n",3
"fearless","adj",9
"fram","v",3
"shield","n",50
"shield","v",9
"shell","n",2
"od","v",1
"capering","n",1
"weave","v",5
"stocking","n",1
"mirth","adv",1
"mirth","n",7
"gildor","conj",1
"skinned","adj",3
"skinned","v",1
"candlelight","n",1
"spun","n",1
"spun","v",3
"trinket","n",3
"juggler","n",2
"prompt","v",1
"annoye","adj",2
"annoye","v",1
"perilously","adv",3
"opportunity","n",1
"delighted","adj",6
"blankly","adv",2
"seeing","n",1
"seeing","pron",1
"seeing","v",1
"atch","adv",3
"atch","n",4
"atch","v",3
"falter","adv",1
"falter","n",1
"falter","v",14
"rhyme","n",14
"harke","v",2
"sng","v",4
"bedroom","n",5
"rain-curtain","n",1
"poney","n",8
"poney","v",2
"frisky","adj",1
"restlessly","adv",4
"bid","n",1
"bid","v",35
"brow","n",36
"brow","v",2
"dismount","v",16
"rippl","adj",1
"rippl","adv",1
"rippl","n",1
"rippl","v",4
"dewy","adj",2
"hasten","adv",3
"hasten","v",25
"breathless","adj",5
"breathless","adv",2
"russet","v",1
"dwindling","adj",1
"dwindling","n",4
"downd","v",1
"swelling","n",1
"swelling","v",1
"featureless","adj",5
"eyesight","n",1
"skip","n",1
"skip","v",3
"fainthearted","adj",1
"crumple","n",1
"crumple","v",2
"lusty","n",1
"stepping","n",1
"stepping","v",1
"blessing","n",5
"jog","v",4
"warmer","adj",8
"springy","adj",1
"springy","n",1
"mould","n",7
"mould","v",2
"flatten","v",2
"shallow","adj",23
"shallow","n",2
"saucer","n",1
"mounded","v",1
"deceptive","adj",1
"northwards","adv",12
"northwards","n",1
"northwards","prep",1
"northwards","v",1
"leagu","n",65
"jag","adj",1
"jag","v",8
"gum","n",1
"gum","v",1
"landmark","n",1
"guarding","n",1
"unburden","v",1
"uncomfortably","adv",2
"watery","n",1
"central","adj",3
"pillar","n",17
"colder","adj",6
"colder","n",2
"damper","n",1
"lank","n",2
"dripping","n",3
"forehead","adv",1
"forehead","n",14
"bedewed","v",1
"separated","v",2
"endlessly","adv",9
"bewilderment","n",5
"towere","adj",1
"towere","n",1
"towere","v",15
"slightly","adv",4
"headless","adj",1
"headless","adv",1
"rear","adj",13
"rear","n",6
"rear","v",19
"hoy","adv",2
"hoy","interj",3
"hoy","v",1
"uphill","adv",2
"uphill","v",1
"cling","n",1
"cling","v",15
"sweat","n",7
"sweat","v",5
"miserably","adv",4
"shred","n",7
"tatter","n",2
"tatter","v",7
"overhead","adv",15
"overhead","v",1
"unveiled","adj",2
"unveiled","v",1
"southwards","adv",10
"southwards","n",21
"biting","n",1
"biting","v",2
"froze","v",2
"imprison","v",4
"hopelessly","adv",1
"whispered","v",1
"breast","adj",1
"breast","n",44
"seed","n",5
"seed","v",1
"fattest","adj",2
"harden","v",7
"stiffening","v",2
"limp","adj",5
"limp","n",1
"prey","adj",1
"prey","n",11
"greenish","adj",2
"greenish","n",1
"deathly","adj",2
"deathly","adv",3
"unlovely","adj",2
"circlet","n",8
"necks","n",2
"naked","adj",15
"naked","v",1
"immeasurably","adv",3
"moan","n",1
"moan","v",2
"formless","adj",7
"grim","adj",37
"grim","n",1
"heartless","adj",1
"rail","n",9
"rail","v",1
"bereaved","v",1
"warmth","n",8
"incantation","n",2
"mare","v",1
"stony","adj",62
"stars","n",4
"wither","adj",2
"wither","v",22
"raise","n",1
"raise","v",69
"grieve","adj",2
"grieve","v",20
"gandalf","pron",7
"waver","n",1
"waver","v",15
"resolve","n",5
"resolve","v",7
"hew","adj",1
"hew","v",34
"crawling","n",8
"crawling","v",1
"wrist","n",11
"splinter","n",5
"splinter","v",5
"shriek","n",11
"shriek","v",5
"chamber","adv",1
"chamber","n",61
"drum","n",35
"drum","v",1
"faster","adj",8
"faster","adv",2
"rumbling","n",8
"sickly","adj",5
"sickly","adv",1
"hue","adj",1
"hue","n",16
"hue","v",1
"shrivel","n",1
"shrivel","v",1
"wailing","n",9
"barren","adj",25
"barren","n",1
"inner","adj",18
"inner","n",1
"trailing","n",6
"unguessable","adj",1
"severed","adj",1
"wriggling","v",2
"wounded","adj",13
"spider","adv",1
"spider","n",14
"heap","n",13
"thumpe","n",1
"stampe","n",1
"stampe","v",4
"bronze","n",2
"jewell","v",1
"ornament","n",3
"tad","n",1
"jingl","n",1
"worsted","v",1
"clothe","n",1
"fling","adj",1
"fling","n",2
"fling","v",23
"helplessly","adv",1
"bounde","v",1
"horror","n",36
"loss","n",27
"drowning","n",2
"nake","adj",3
"swish","n",4
"swish","v",1
"sock","v",1
"toss","n",1
"toss","v",18
"bask","v",1
"waft","v",3
"clime","n",2
"bedridden","adj",1
"obedient","adj",2
"fatter","n",2
"oncoming","adj",2
"oncoming","n",3
"animal","n",15
"lumpkin","n",1
"smelt","v",1
"ran","v",2
"tve","v",1
"waiting","n",4
"waiting","v",6
"breakfaste","v",2
"circumstance","n",1
"sparkle","v",3
"finder","n",2
"brooch","n",14
"flax-flower","n",1
"dagger","n",2
"workmanship","n",2
"damask","v",2
"serpent","adj",1
"serpent","n",6
"sheath","adj",1
"sheath","n",20
"sheath","v",3
"virtue","n",13
"virtue","v",1
"blade","n",73
"untouched","adj",2
"unrusted","adj",1
"blades","n",4
"murmure","v",22
"expanse","n",3
"strode","n",3
"strode","v",26
"fighting","n",15
"fighting","v",4
"gaily","adv",3
"girth","n",10
"quicken","v",9
"furlong","adj",2
"furlong","n",11
"pot","n",5
"hesitatingly","adv",1
"halting","n",2
"halting","v",1
"guide","n",27
"guide","v",28
"worthy","adj",12
"worthy","n",3
"afterward","adv",2
"afterward","conj",1
"wary","adj",15
"caution","n",6
"natch","adj",1
"natch","adv",1
"natch","interj",2
"natch","n",15
"natch","v",11
"homelike","adj",2
"homelike","adv",1
"homelike","v",1
"barr","v",8
"mass","n",11
"flank","n",11
"combe","v",1
"villag","n",2
"turmoil","n",7
"kings","n",14
"rarely","adv",1
"afar","adj",1
"afar","adv",7
"afar","conj",1
"afar","n",22
"afar","v",2
"founde","v",3
"colonize","n",1
"themselve","pron",1
"link","n",4
"link","v",2
"uncouth","adj",5
"tramp","n",6
"tramp","v",8
"dig","n",1
"dig","v",4
"suit","n",1
"suit","v",4
"prosperous","adj",1
"nestling","v",1
"lodg","n",2
"gatekeeper","n",7
"descend","v",12
"desolate","adj",3
"desolate","adv",1
"desolate","n",1
"desolate","v",1
"innkeeper","n",6
"talkative","adj",1
"resort","n",1
"sitte","v",1
"grufinitely","adv",1
"darkly","adv",13
"offence","n",1
"oat","pron",1
"oat","v",1
"detached","v",1
"finde","v",2
"pans","n",13
"recommend","v",1
"courtyard","n",5
"doorway","n",12
"signboard","n",1
"hind","adj",1
"paint","adj",1
"paint","n",1
"paint","v",3
"bump","n",4
"bump","v",3
"apron","n",2
"bust","v",1
"babel","n",2
"aagain","adv",1
"nowadays","adv",6
"hi","interj",6
"woolly","adv",3
"foote","v",3
"coach","n",1
"cheery","n",1
"bobb","v",2
"landlord","n",19
"bob","v",1
"trott","v",3
"wink","n",4
"wink","v",2
"travelling","v",1
"parlour","n",5
"endless","adj",28
"endless","adv",2
"endless","conj",1
"cosy","adj",1
"cosy","v",1
"some","adv",1
"cloth","n",17
"servant","adj",1
"servant","n",32
"bustling","adj",1
"ringing","n",9
"ringing","v",1
"soup","n",1
"blackberry","adj",1
"tart","n",1
"loave","n",1
"slab","adj",1
"slab","n",7
"dispel","v",1
"excellence","n",2
"hover","n",1
"hover","v",6
"unnecessary","adj",1
"ps","n",2
"qs","n",1
"gathering","n",9
"gathering","v",1
"blazing","adj",3
"blazing","v",1
"log","n",12
"veile","v",4
"lander","n",4
"newcomer","n",9
"botanical","adj",1
"wort","n",1
"tunnelly","adv",1
"underhill","n",2
"underhill","v",1
"explanation","n",5
"wagging","n",1
"dialect","n",1
"list","n",8
"communicative","adj",1
"flew","n",1
"flew","v",2
"sympathetic","adj",1
"squint","adj",1
"squint","n",5
"squint","v",1
"ey","adj",2
"ey","n",1
"ey","v",5
"favoured","adj",2
"foretell","v",7
"lodging","n",10
"chat","pron",1
"chat","v",1
"chalk","n",1
"floured","adj",1
"dumpling","n",1
"underhills","n",2
"beaten","adj",1
"beaten","v",4
"tankard","n",1
"carve","v",29
"supple","n",2
"cake","n",12
"cake","v",2
"cock","n",5
"cock","v",5
"pop","v",5
"shank","n",2
"accounting","n",1
"unexplained","adj",1
"stifinitely","adv",1
"wry","adj",1
"wry","n",2
"comic","adj",4
"annoyed","adj",3
"harmless","adj",2
"vanishing","n",1
"vanishing","v",1
"inquirie","n",2
"forgetful","adj",5
"disastrous","adj",5
"situation","n",2
"suggestion","n",1
"temptation","n",3
"escaping","v",4
"inspiration","n",1
"gratify","v",1
"reception","n",1
"venture","n",6
"venture","v",17
"renew","v",13
"desperation","n",3
"braw","v",2
"ostler","n",2
"tipsy","adj",1
"tipsy","n",1
"cat","n",14
"cat","v",1
"fiddle","n",5
"purr","v",1
"sawe","v",1
"choke","n",1
"choke","v",6
"horned","adj",2
"tuft","v",1
"polish","v",7
"madly","adv",4
"prance","v",1
"doze","adv",1
"doze","n",1
"doze","v",5
"neigh","n",2
"neigh","v",9
"champ","v",1
"diddle","n",3
"jig","n",1
"sawed","v",1
"cape","v",3
"deer","n",4
"deedle","n",1
"dum","interj",2
"dum","n",5
"dum","v",1
"ping","n",1
"pong","n",1
"applause","n",1
"vigorously","adv",1
"slap","adv",1
"slap","n",2
"slap","v",2
"magician","n",1
"swarthy","adj",4
"mocking","n",1
"southerner","n",4
"harry","v",4
"crawle","v",12
"unmoved","adj",7
"trick","n",22
"trick","v",2
"response","n",2
"uproar","n",2
"advantage","n",4
"unconcerned","adj",2
"argument","n",8
"conflict","v",1
"speaking","n",1
"speaking","v",5
"crockery","n",1
"firelight","n",7
"perturbed","adj",1
"satisfied","adj",2
"satisfied","v",3
"huff","n",1
"thoroughly","adv",5
"crock","n",1
"acrobatic","n",1
"unintentional","adj",1
"assure","v",2
"unfortunate","adj",1
"tumbling","n",1
"conjuring","n",1
"beforehand","n",2
"amiss","adj",2
"amiss","adv",4
"amiss","n",3
"amiss","prep",1
"concealing","v",1
"designs","n",4
"faggot","n",6
"calmly","adv",1
"pray","interj",2
"pray","n",2
"pray","v",7
"rogue","n",2
"careless","adj",5
"downland","n",1
"honest","adj",5
"angrily","adv",8
"spying","n",1
"vagabonds","n",1
"puzzled","v",1
"rascally","adj",1
"sheer","adj",33
"sheer","adv",3
"sheer","n",11
"position","n",5
"sneering","n",1
"anybody","pron",5
"amusement","n",4
"determine","v",2
"performance","n",1
"clench","v",7
"unseeing","adj",2
"strider","adv",12
"strider","n",21
"strider","v",1
"confuse","adj",2
"confuse","v",2
"frown","n",1
"frown","v",13
"disguise","n",3
"disguise","v",1
"lesson","n",5
"wavering","n",4
"wavering","v",1
"saying","n",2
"particular","adj",3
"knowingly","adv",1
"description","n",5
"unwisely","adv",2
"chuckle","v",4
"perky","adj",1
"sour","adj",1
"hasty","adj",18
"hasty","n",9
"undone","adj",1
"impatient","adj",4
"unravelling","n",2
"value","n",4
"value","v",2
"geese","adj",1
"slam","n",1
"slam","v",2
"plight","n",7
"goings","n",7
"am","n",2
"am","v",5
"guessing","n",2
"guessing","v",2
"pate","n",1
"pate","v",1
"uptake","n",1
"spook","n",2
"doubtful","adj",12
"retreat","n",12
"retreat","v",7
"graceful","adj",1
"pps","interj",1
"frost","adj",1
"frost","n",11
"woken","v",2
"spre","n",3
"spre","v",6
"crownless","adj",2
"ppps","interj",1
"promptly","adv",1
"lumber","n",1
"roast","v",3
"mess","n",9
"mess","v",2
"postscript","n",1
"persuade","v",12
"distrust","n",1
"distrust","v",3
"handsome","adj",3
"handsome","n",4
"sterner","adj",2
"sterner","n",3
"dubiously","adv",2
"act","v",4
"mouthe","v",1
"staring","n",1
"staring","v",3
"dumbly","adv",1
"fortunately","adv",4
"soften","v",3
"hesitation","n",2
"apply","v",1
"anew","adj",2
"anew","adv",5
"anew","n",2
"unhinder","v",2
"weathertop","prep",1
"weathertop","v",2
"lamplight","n",1
"slid","adj",1
"slid","v",6
"brave","adj",18
"terrified","adj",5
"terrified","v",1
"swear","adj",1
"swear","v",17
"lilt","v",1
"roadside","n",5
"hare","adj",1
"hare","n",2
"hare","v",1
"ugly","adj",8
"ugly","adv",1
"strongest","adj",5
"ruffle","v",1
"bolster","n",3
"penetrat","v",1
"peere","v",2
"brooding","n",8
"brooding","v",1
"stealth","n",2
"crow","n",11
"crow","v",4
"drawn","adj",2
"unsheathed","adj",3
"unsheathed","v",1
"menacing","n",3
"menacing","v",2
"timber","n",6
"nearby","adj",1
"nearby","adv",20
"nearby","conj",1
"nearby","n",1
"rent","n",6
"rent","v",5
"babbl","v",1
"gale","n",6
"presence","n",9
"alert","n",4
"galloping","n",1
"galloping","v",3
"lustily","adv",1
"flapp","v",4
"slash","n",1
"slash","v",9
"beast","adj",1
"beast","adv",3
"beast","n",37
"beast","v",2
"sinking","n",2
"sinking","v",5
"defiantly","adv",1
"hire","v",2
"rout","n",4
"rout","v",1
"thrice","adv",5
"thrice","conj",2
"thrice","n",4
"profit","n",5
"profit","v",1
"bony","n",7
"underf","adj",1
"dispirit","v",1
"pence","n",1
"compensation","n",1
"sore","adj",3
"sore","adv",2
"sore","n",6
"astir","adj",2
"raid","n",4
"raid","v",2
"re-pack","v",1
"supplies","n",2
"robbing","n",2
"uneventful","adj",1
"attempt","n",11
"attempt","v",10
"downheart","adj",1
"awe","n",3
"awe","pron",5
"dejected","adj",1
"chew","v",5
"sallow","adj",1
"sallow","n",3
"sly","adj",1
"sly","adv",4
"sly","v",4
"boldly","adv",1
"scornful","adj",2
"sneer","n",2
"sneer","v",6
"spat","n",4
"spat","v",7
"pah","interj",1
"flick","adj",1
"flick","v",4
"lightning","n",17
"lightning","v",8
"hit","n",2
"hit","v",5
"regretfully","adv",3
"straggler","n",1
"downwards","adv",4
"gentler","adj",3
"gentler","n",2
"pan","adj",1
"pan","n",3
"pan","v",2
"leafy","adj",1
"leafy","n",2
"wholesome","adj",9
"confidently","adv",1
"doublings","n",1
"match","n",10
"match","v",12
"footed","adj",1
"squirrel","n",9
"third","adj",40
"third","n",3
"pathless","adj",6
"pathless","conj",1
"wilderness","n",20
"warbling","n",1
"fan-progress","n",1
"treacherous","adj",16
"shifting","n",4
"quagmire","n",1
"tiny","adj",11
"midge","n",4
"sleeve","n",6
"sleeve","v",1
"camp","n",37
"camp","v",12
"insect","adj",1
"insect","adv",1
"insect","n",3
"tussock","n",6
"cricket","n",1
"neek","adj",1
"neek","n",1
"breek","n",2
"unceasingly","adv",2
"frantic","adj",1
"fourth","adj",6
"fourth","n",5
"comfortless","adj",2
"neekerbreeker","n",1
"risen","adj",2
"risen","adv",3
"risen","n",3
"risen","v",9
"tops","n",2
"straggling","n",2
"pools","n",1
"ree","v",2
"hills","n",9
"highest","adj",8
"highest","n",1
"separate","v",4
"conical","adj",1
"hawk","n",5
"lonesome","adj",1
"vapour","n",13
"melancholy","adj",1
"stagnant","adj",3
"stagnant","n",3
"marshland","n",1
"stunt","adj",1
"stunt","v",3
"dusky","adj",1
"dusky","n",1
"bleak","adj",9
"bleak","n",4
"bleak","v",1
"wax","n",2
"wax","v",7
"barely","adv",4
"tighten","v",8
"thinning","n",1
"process","n",1
"indefinitely","adv",1
"wraith","n",17
"earnestness","n",1
"undulating","adj",1
"crest","n",13
"remains","n",5
"hug","v",5
"flatter","adj",1
"flatter","adv",1
"flatter","v",1
"boulder","n",19
"avenue","n",6
"wightish","adj",1
"defend","v",22
"tumble","n",1
"tumble","v",19
"gil","adj",1
"gil","n",2
"harper","n",3
"realm","n",58
"realm","v",1
"lance","n",2
"helm","adj",2
"helm","interj",4
"helm","n",49
"helm","v",2
"dwelleth","adj",1
"blush","n",2
"blush","v",10
"translate","v",3
"concealment","n",3
"observe","v",5
"plodding","n",2
"rocky","adj",15
"rocky","n",3
"stonework","n",2
"crumble","n",2
"crumble","v",10
"cairn","n",3
"blacken","v",5
"shrivell","v",4
"liive","adj",1
"liive","n",11
"liive","v",8
"sombre","adj",3
"sombre","n",8
"sombre","v",1
"peak","n",38
"peak","v",1
"cheerless","adj",7
"cheerless","adv",1
"uninvit","adj",1
"pressis","n",2
"examine","v",8
"recently","adv",1
"marnks","n",3
"stroke","adj",1
"stroke","n",45
"stroke","v",2
"result","n",1
"result","v",1
"ga","v",6
"wearily","adv",15
"fortnight","n",5
"fully","adv",17
"homelessness","n",1
"bitterly","adv",7
"belov","adj",1
"hateful","adj",4
"speck","n",7
"alongside","adv",2
"jagged","adj",2
"jagged","v",5
"keener","n",3
"footprint","n",11
"footprint","v",1
"neatly","adv",3
"stack","v",1
"whoever","pron",2
"tuff","n",1
"discoveries","n",1
"trample","v",7
"newer","adj",2
"rangers","n",1
"booted","adj",1
"viewed","v",1
"keenly","adv",6
"lowest","adj",10
"lowest","n",1
"races","n",2
"hunter","n",20
"catche","v",2
"huddle","n",1
"huddle","v",19
"aright","adj",1
"aright","adv",1
"aright","n",1
"umbel","n",1
"shimmering","n",5
"shimmering","v",1
"raiment","n",13
"peer","n",2
"peer","v",14
"mantle","adj",1
"mantle","n",15
"mantle","v",4
"fleet","adj",1
"fleet","n",8
"moonbeam","n",1
"glistening","n",2
"glistening","v",4
"tightly","adv",1
"dancing","n",4
"oft","adj",6
"oft","n",6
"oft","v",3
"linden","n",3
"underground","adj",2
"underground","adv",2
"sheave","n",1
"sighing","n",6
"sighing","v",2
"beechen","n",2
"wintry","n",1
"strewn","v",3
"ray","n",12
"frosty","adj",3
"shivering","n",3
"shivering","v",2
"quivering","n",2
"quivering","v",3
"release","v",26
"lark","n",2
"untroubling","n",1
"trembling","n",3
"trembling","v",4
"mirrored","v",1
"tinuviel","v",1
"immortal","adj",3
"maiden","adj",1
"maiden","n",9
"maiden","v",1
"glimmering","n",3
"glimmering","v",8
"er","adj",2
"er","adv",1
"er","v",3
"darkl","adj",1
"darkl","n",2
"darkl","v",3
"nightshade","n",2
"morrowless","adj",1
"sorrowless","adj",1
"sorrowless","adv",1
"ann","adj",1
"thennath","n",1
"loveliness","n",7
"regain","v",4
"silmaril","n",5
"aide","v",5
"victorious","adj",4
"beheld","adj",1
"beheld","v",22
"enchanted","adj",1
"enchanted","v",1
"nightingale","adj",1
"befell","adv",1
"befell","n",1
"befell","v",3
"dungeon","n",8
"brightest","adj",1
"bride","n",1
"mortality","n",1
"confines","n",2
"lineage","n",5
"foremother","n",1
"elrond","adv",1
"elrond","conj",3
"elrond","prep",1
"kin","n",20
"elw","v",1
"wedde","v",2
"westernesse","adj",2
"westernesse","pron",2
"waxing","n",3
"waxing","v",1
"moonrise","n",1
"jutt","v",1
"durst","adj",1
"durst","v",1
"westwards","adv",2
"westwards","conj",1
"encircle","v",10
"saw","n",6
"saw","v",3
"venomous","adj",5
"venomous","prep",1
"advanced","adj",3
"swallow","conj",1
"swallow","v",8
"compelle","v",2
"disregard","n",1
"disregard","v",1
"forefinger","n",2
"wrapping","n",4
"merciless","adj",2
"haggard","adj",2
"haggard","n",3
"haggard","v",1
"steel","n",37
"steel","v",1
"firebrand","n",1
"poisoned","adj",3
"ice","n",3
"ice","v",1
"swoon","n",2
"swoon","v",4
"swirling","n",2
"swirling","v",2
"flaming","adj",1
"flaming","n",2
"brand","n",7
"brand","v",2
"overjoyed","adj",2
"knelt","adv",1
"knelt","n",2
"knelt","v",22
"being","n",1
"accomplished","adj",1
"subdue","v",5
"unharmed","adj",4
"notche","n",1
"notche","v",4
"accurse","adj",3
"accurse","v",8
"healing","n",23
"healing","v",2
"pouch","n",6
"pungent","adj",2
"pungent","n",1
"fortunate","adj",6
"athelas","adv",1
"athelas","n",1
"athelas","v",1
"sparsely","adv",2
"unhurt","adj",2
"unhurt","adv",1
"calm","adj",1
"calm","v",1
"frozen","adj",2
"regrett","v",2
"foolishness","n",4
"reproach","v",1
"obey","v",10
"maim","v",7
"weak","adj",10
"hurried","adj",2
"affection","n",2
"treatment","n",2
"southerly","adj",1
"fuel","n",9
"calling","n",1
"dense","adj",2
"dense","n",2
"dense","v",1
"scanty","adj",1
"scanty","n",3
"coarse","n",2
"scene","n",2
"withered","adj",6
"withered","v",2
"ambush","n",4
"ambush","v",2
"descende","v",14
"sixth","adj",5
"sixth","n",4
"fells","n",3
"crossis","n",1
"judge","n",3
"judge","v",25
"beryl","n",1
"beryl","v",1
"swirl","adv",1
"swirl","n",4
"swirl","v",12
"ravine","n",21
"sullen","adj",9
"sullen","adv",1
"sullen","n",2
"sullen","v",4
"threatening","n",4
"threatening","v",5
"legends","n",1
"advance","adj",4
"advance","n",2
"advance","v",5
"encumber","prep",1
"encumber","v",2
"dales","n",2
"drenching","n",1
"soak","v",1
"steeper","adv",1
"steeper","n",2
"raining","v",1
"scoop","n",1
"scoop","v",2
"ache","n",1
"tossing","v",2
"fearfully","adv",3
"stealthy","adj",2
"rattling","n",2
"smother","n",1
"smother","v",4
"hunch","v",3
"strips","n",1
"reassure","v",1
"ford","n",50
"blunted","v",1
"despaire","v",4
"exhaust","v",1
"lifeless","adj",3
"lifeless","adv",1
"dreadfully","adv",2
"vendell","adv",1
"vendell","n",3
"appealingly","adv",1
"poison","adj",2
"poison","n",7
"pit","n",43
"pit","v",4
"quarry","n",2
"quarry","v",2
"moaning","n",1
"swee","adj",1
"swee","adv",1
"swee","v",1
"rode","n",3
"rode","prep",2
"rode","v",25
"survey","pron",2
"survey","v",6
"comforting","adj",2
"beset","adj",2
"beset","n",1
"beset","v",3
"talent","n",1
"jolt","n",2
"jolt","v",1
"windings","n",3
"overgrown","adj",1
"easiest","adj",2
"easiest","adv",1
"crookedly","adv",1
"ajar","adv",1
"ajar","n",1
"hinge","n",8
"jar","n",5
"pots","n",1
"coin","v",1
"forsaken","adj",2
"forsaken","n",1
"forsaken","v",2
"warily","adv",11
"pante","v",11
"unconcernedly","adv",1
"stooping","n",4
"gasp","n",10
"gasp","v",3
"quarrell","v",6
"thirteen","adv",1
"thirteen","prep",3
"thirteen","v",1
"scare","v",6
"nest","n",3
"spirits","n",1
"hearten","adj",1
"hearten","v",3
"stored","v",1
"image","n",11
"school","n",1
"munch","v",5
"mumble","v",1
"yon","adj",1
"shing","n",2
"nuncle","n",2
"lyin","n",1
"lyin","v",1
"graveyard","n",4
"lump","n",4
"afore","conj",1
"shinbone","n",2
"thinbone","pron",1
"axin","n",1
"makin","prep",1
"trover","n",1
"pin","n",4
"pin","v",6
"skins","n",3
"dine","v",1
"lam","n",1
"lam","v",2
"darn","v",1
"flesh","n",15
"flesh","v",1
"peel","v",1
"toe","n",19
"toe","v",1
"lame","n",1
"owner","n",3
"inaudible","adj",2
"jester","n",2
"warrior","n",24
"roughly","adv",4
"weathere","adj",4
"weathere","v",2
"robber","n",7
"wester","n",1
"wester","v",4
"rolling","adj",1
"rolling","n",8
"rolling","v",1
"bilberry","n",1
"failing","n",5
"thirty","adj",2
"thirty","n",3
"clippety","n",2
"clippely","adv",1
"tinkling","n",1
"tinkling","v",1
"jingle","v",1
"trotting","n",1
"headstall","adv",1
"stud","n",2
"stud","v",5
"gem","n",20
"reine","v",2
"mae","adj",1
"govannen","n",1
"joyfully","adv",2
"astray","adj",3
"astray","adv",5
"astray","n",1
"astray","v",2
"guidance","n",9
"urge","n",1
"urge","v",10
"graver","n",1
"graver","pron",1
"steed","n",25
"steed","v",6
"rival","n",4
"rival","v",3
"tireless","adj",4
"clouded","adj",1
"stumbling","adj",1
"stumbling","n",4
"sag","n",1
"liquor","n",3
"flask","n",4
"stale","n",4
"dizzy","adj",3
"dizzy","n",1
"redouble","v",2
"ghostly","adj",2
"ghostly","n",1
"hobble","v",2
"moist","n",3
"incline","n",3
"climbed","v",1
"rushe","v",2
"initely","adv",2
"initely","v",1
"reluctance","n",3
"statue","n",4
"reced","v",6
"commande","v",2
"bridle","n",3
"bridle","v",1
"lim","n",2
"lim","v",1
"lap","n",19
"lap","v",2
"converge","v",5
"clung","n",3
"mane","n",4
"mane","pron",1
"harness","n",8
"rang","n",9
"rang","v",2
"spurt","n",4
"speeding","n",1
"foremost","adj",8
"foremost","adv",1
"heave","n",2
"surge","n",1
"surge","v",4
"quail","n",2
"quail","v",12
"uplifted","adj",1
"brandish","v",4
"mordor","conj",3
"mordor","n",6
"lifte","v",14
"stricken","adj",12
"stricken","v",1
"dumb","adj",3
"cleave","n",1
"cleave","v",5
"shaking","v",2
"roaring","n",11
"roaring","v",1
"rushing","n",5
"cavalry","n",5
"fancie","n",3
"fancie","v",7
"frothing","v",1
"sensis","n",1
"sensis","v",1
"flar","v",5
"madness","adj",3
