"Identifier","Count"
"surety_n",3
"surface_n",3
"surprise_n",3
"surround_v",3
"survey_v",3
"survive_v",3
"suspend_v",3
"suspense_n",3
"suspicious_adj",3
"sustenance_n",3
"sway_v",3
"swift_adj",3
"swoon_v",3
"symbol_n",3
"sympathetic_adj",3
"tang_n",3
"tarry_v",3
"tax_n",3
"ted_v",3
"tell_n",3
"tempest_n",3
"tempt_v",3
"temptation_n",3
"tendency_n",3
"tent_n",3
"terrace_n",3
"test_n",3
"thereafter_adv",3
"thin_v",3
"thrust_v",3
"thunder_v",3
"tithe_n",3
"torment_n",3
"torment_v",3
"tortuous_adj",3
"torture_n",3
"tradition_n",3
"trail_v",3
"train_n",3
"traitor_n",3
"trance_n",3
"translation_n",3
"traverse_v",3
"treacherous_adj",3
"treason_n",3
"treasury_n",3
"treat_v",3
"tremor_n",3
"trench_n",3
"trestle_n",3
"tribute_n",3
"trick_n",3
"triumph_v",3
"trouble_v",3
"trove_n",3
"trowel_n",3
"truncheon_n",3
"truth_n",3
"try_v",3
"tumult_n",3
"tunnel_n",3
"turbulent_adj",3
"turn_n",3
"turnip_n",3
"unable_adj",3
"underfoot_adv",3
"underworld_n",3
"undue_adj",3
"unfair_adj",3
"union_n",3
"unmake_v",3
"unwelcome_adj",3
"unwholesome_adj",3
"upset_v",3
"urgent_adj",3
"use_n",3
"usual_adj",3
"vale_n",3
"valiant_adj",3
"vanish_v",3
"vanity_n",3
"variable_adj",3
"variation_n",3
"veer_v",3
"vehemence_n",3
"veil_v",3
"venerable_adj",3
"vengeance_n",3
"verge_n",3
"vermin_n",3
"version_n",3
"vessel_n",3
"victor_n",3
"victory_n",3
"view_n",3
"vigil_n",3
"vigorous_adj",3
"village_n",3
"villain_n",3
"vintage_n",3
"violence_n",3
"vision_n",3
"visit_v",3
"volume_n",3
"voyage_n",3
"vulture_n",3
"wallow_v",3
"wan_adj",3
"want_v",3
"watch_v",3
"waterfall_n",3
"weeping_adj",3
"wherefore_adv",3
"whisk_v",3
"whom_pron",3
"wilderness_n",3
"winch_n",3
"witness_n",3
"woman_n",3
"workman_n",3
"wrath_n",3
"wrinkle_v",3
"yesteryear_n",3
"abbreviate_v",2
"abide_v",2
"about_adv",2
"about_prep",2
"absurd_adj",2
"accord_n",2
"accustom_v",2
"acknowledge_v",2
"acquaintance_n",2
"address_n",2
"admittance_n",2
"adventure_v",2
"adventurous_adj",2
"afar_adv",2
"agreement_n",2
"aim_n",2
"ajar_adv",2
"alien_n",2
"alight_v",2
"allegiance_n",2
"allowance_n",2
"allude_v",2
"allure_v",2
"alternate_v",2
"amaze_v",2
"ancestral_adj",2
"anchor_v",2
"angry_adj",2
"anniversary_n",2
"announcement_n",2
"annoyance_n",2
"answer_v",2
"anxious_adj",2
"anyway_adv",2
"archery_n",2
"arid_adj",2
"aromatic_adj",2
"arrangement_n",2
"array_n",2
"arrest_n",2
"arrival_n",2
"ascend_v",2
"asphodel_n",2
"assembly_n",2
"assistant_n",2
"astray_adv",2
"attack_v",2
"attire_v",2
"await_v",2
"awaken_v",2
"away_adv",2
"backward_adv",2
"badge_n",2
"baffle_v",2
"baggage_n",2
"bandage_n",2
"barely_adv",2
"bargain_n",2
"barricade_n",2
"barrier_n",2
"basis_n",2
"battlement_n",2
"beard_v",2
"behalf_n",2
"belie_v",2
"belly_v",2
"beside_adv",2
"beside_prep",2
"bestir_v",2
"big_adj",2
"bitterness_n",2
"blame_n",2
"blanket_n",2
"blessing_n",2
"blight_n",2
"blindfold_v",2
"blindly_adv",2
"blindness_n",2
"book_v",2
"brace_v",2
"braid_n",2
"breeze_n",2
"brief_n",2
"brighten_v",2
"brightness_n",2
"broken_adj",2
"brooch_n",2
"bubble_v",2
"business_n",2
"butterfly_n",2
"cackle_v",2
"cafe_n",2
"cairn_n",2
"calm_v",2
"capable_adj",2
"captive_n",2
"capture_n",2
"careful_adj",2
"caress_v",2
"cease_n",2
"celebrant_n",2
"central_adj",2
"chalcedony_n",2
"challenge_n",2
"challenger_n",2
"change_n",2
"changeable_adj",2
"chant_n",2
"chasm_n",2
"chatter_v",2
"chorus_n",2
"claim_n",2
"clear_adv",2
"clematis_n",2
"close_n",2
"coil_v",2
"colony_n",2
"comfortable_adj",2
"comic_adj",2
"command_n",2
"communicative_adj",2
"complaint_n",2
"comprehend_v",2
"compute_v",2
"concealment_n",2
"conclave_n",2
"connect_v",2
"conscious_adj",2
"contest_v",2
"contributor_n",2
"control_v",2
"convulsive_adj",2
"corps_n",2
"correct_adj",2
"cost_v",2
"courtesy_n",2
"coverlet_n",2
"crafty_adj",2
"crater_n",2
"creep_n",2
"crisp_adj",2
"cross_v",2
"crouch_v",2
"current_n",2
"curse_v",2
"curtain_v",2
"damage_v",2
"dangerous_adj",2
"darling_n",2
"darn_v",2
"dash_v",2
"debatable_adj",2
"debate_n",2
"decent_adj",2
"deceptive_adj",2
"deepen_v",2
"defile_n",2
"delay_n",2
"delta_n",2
"demand_n",2
"dense_adj",2
"departure_n",2
"dependant_n",2
"desire_n",2
"despair_n",2
"destroyer_n",2
"detail_n",2
"detest_v",2
"difficult_adj",2
"difficulty_n",2
"disadvantage_n",2
"disappoint_v",2
"disastrous_adj",2
"discomfiture_n",2
"discourse_n",2
"discourtesy_n",2
"disease_n",2
"disgust_n",2
"dismay_n",2
"dismiss_v",2
"displeasure_n",2
"dissuade_v",2
"distaste_n",2
"district_n",2
"disuse_v",2
"ditch_n",2
"domain_n",2
"doubt_n",2
"droop_v",2
"drowsy_adj",2
"drunken_adj",2
"dryad_n",2
"dubious_adj",2
"dumbness_n",2
"dumpling_n",2
"dye_v",2
"early_adv",2
"ease_v",2
"elven_adj",2
"em_n",2
"embrasure_n",2
"emerge_v",2
"emissary_n",2
"empty_v",2
"enclose_v",2
"encourage_v",2
"encouragement_n",2
"engulf_v",2
"enrage_v",2
"entrap_v",2
"entreat_v",2
"entry_n",2
"envy_v",2
"escape_n",2
"escarpment_n",2
"essential_adj",2
"estrange_v",2
"event_n",2
"exclaim_v",2
"excuse_n",2
"expectation_n",2
"explore_v",2
"explosion_n",2
"facet_n",2
"fad_n",2
"fade_n",2
"fail_n",2
"falter_v",2
"fatal_adj",2
"fawn_v",2
"feast_v",2
"ferocious_adj",2
"fiery_adj",2
"fillet_n",2
"filter_v",2
"fire_v",2
"flattery_n",2
"float_n",2
"fond_adj",2
"foolish_adj",2
"force_v",2
"foreknowledge_n",2
"forestall_v",2
"forester_n",2
"forestry_n",2
"fragrance_n",2
"front_v",2
"frontier_n",2
"frugal_adj",2
"furlong_n",2
"furtive_adj",2
"galena_n",2
"garth_n",2
"generous_adj",2
"ghastly_adj",2
"gibbet_n",2
"goblet_n",2
"gong_n",2
"good_n",2
"gorge_v",2
"grandfather_n",2
"grandmother_n",2
"greatly_adv",2
"green_n",2
"grievance_n",2
"grievous_adj",2
"gross_n",2
"growth_n",2
"guard_n",2
"guide_n",2
"guttural_adj",2
"hallo_interj",2
"hammer_v",2
"handiwork_n",2
"happen_v",2
"haste_v",2
"hasty_adj",2
"headman_n",2
"heather_n",2
"heraldry_n",2
"herdsman_n",2
"hidden_adj",2
"historical_adj",2
"hog_n",2
"horned_adj",2
"hostile_adj",2
"hotly_adv",2
"howl_v",2
"huge_adj",2
"hunter_n",2
"hurt_n",2
"identity_n",2
"idiotic_adj",2
"ignoble_adj",2
"ignore_v",2
"ilex_n",2
"imitate_v",2
"immemorial_adj",2
"imminent_adj",2
"importance_n",2
"impregnable_adj",2
"imprint_n",2
"imprison_v",2
"imprisonment_n",2
"inaudible_adj",2
"increase_n",2
"independent_adj",2
"infuriate_v",2
"inhabitant_n",2
"inheritance_n",2
"inmost_adj",2
"inn_n",2
"inquiry_n",2
"insist_v",2
"instant_n",2
"insult_n",2
"insult_v",2
"insupportable_adj",2
"intelligible_adj",2
"interlace_v",2
"invert_v",2
"invite_v",2
"issue_v",2
"item_n",2
"journey_v",2
"keen_v",2
"kick_v",2
"kindly_adv",2
"knowledge_n",2
"lace_v",2
"lack_v",2
"ladle_n",2
"lady_n",2
"lawful_adj",2
"ledge_n",2
"liege_n",2
"lieutenant_n",2
"lift_n",2
"lightning_n",2
"likely_adj",2
"liquid_n",2
"living_adj",2
"lo_interj",2
"lodge_v",2
"loot_n",2
"lordship_n",2
"lovely_adj",2
"lug_v",2
"lunch_n",2
"lust_v",2
"machinery_n",2
"magician_n",2
"magnitude_n",2
"main_adj",2
"man_v",2
"manhood_n",2
"mantle_v",2
"marvel_v",2
"masonry_n",2
"mastery_n",2
"mayoralty_n",2
"means_n",2
"men_n",2
"mention_v",2
"merit_v",2
"messenger_n",2
"miller_n",2
"mishap_n",2
"missile_n",2
"misty_adj",2
"mockery_n",2
"modest_adj",2
"moisten_v",2
"moisture_n",2
"moonlight_n",2
"moot_v",2
"motto_n",2
"murmur_v",2
"museum_n",2
"muster_n",2
"nameless_adj",2
"nape_n",2
"narrow_v",2
"nasturtium_n",2
"near_adv",2
"need_v",2
"neither_adv",2
"neither_conj",2
"nestle_v",2
"news_n",2
"nicety_n",2
"nick_n",2
"nightly_adj",2
"ninny_n",2
"noisome_adj",2
"nominal_adj",2
"normal_adj",2
"notch_n",2
"nothing_pron",2
"notion_n",2
"nowhere_adv",2
"number_v",2
"obscene_adj",2
"occur_v",2
"offensive_adj",2
"orc_n",2
"orchestra_n",2
"otherwise_adv",2
"ought_v",2
"outburst_n",2
"outlaw_n",2
"oval_adj",2
"oval_n",2
"override_v",2
"overthrow_v",2
"paint_n",2
"pale_v",2
"passable_adj",2
"passer_n",2
"pasture_v",2
"patrol_n",2
"pattern_n",2
"pause_v",2
"payment_n",2
"pebble_n",2
"peer_v",2
"penetrate_v",2
"people_v",2
"perishable_adj",2
"persist_v",2
"persuade_v",2
"petal_n",2
"picture_n",2
"pilgrimage_n",2
"pimple_n",2
"pitiable_adj",2
"pity_v",2
"plan_n",2
"platform_n",2
"platter_n",2
"play_n",2
"player_n",2
"point_v",2
"portent_n",2
"possessed_adj",2
"powder_v",2
"precaution_n",2
"precipice_n",2
"preside_v",2
"private_adj",2
"prod_v",2
"profit_v",2
"profitable_adj",2
"prospect_n",2
"puddle_n",2
"puff_v",2
"puissant_adj",2
"pungent_adj",2
"punishment_n",2
"purchase_n",2
"purchase_v",2
"pursuit_n",2
"pyre_n",2
"quest_v",2
"question_v",2
"quick_n",2
"quicken_v",2
"quicksand_n",2
"raiment_n",2
"raindrop_n",2
"rainy_adj",2
"rampant_adj",2
"ravage_v",2
"reading_n",2
"reap_v",2
"recklessly_adv",2
"recovery_n",2
"recreant_n",2
"redness_n",2
"redouble_v",2
"redress_v",2
"refreshment_n",2
"refusal_n",2
"regain_v",2
"rehearse_v",2
"rejection_n",2
"relate_v",2
"renegade_n",2
"repay_v",2
"representative_adj",2
"reprieve_v",2
"reproach_v",2
"resolute_adj",2
"resort_n",2
"responsible_adj",2
"restive_adj",2
"restraint_n",2
"retire_v",2
"retreat_v",2
"revel_n",2
"revolt_n",2
"reward_n",2
"richly_adv",2
"ripen_v",2
"risk_v",2
"robber_n",2
"robbery_n",2
"robust_adj",2
"rowan_n",2
"rubbish_n",2
"ruddy_adj",2
"run_n",2
"salvage_n",2
"sandy_adj",2
"scare_v",2
"scheme_n",2
"search_n",2
"secret_adj",2
"selection_n",2
"separate_v",2
"seriously_adv",2
"severe_adj",2
"shape_n",2
"sharpen_v",2
"sharply_adv",2
"shave_n",2
"shoe_v",2
"shortly_adv",2
"shrunken_adj",2
"sickness_n",2
"side_adj",2
"sigh_v",2
"signature_n",2
"silver_adj",2
"similar_adj",2
"singer_n",2
"skewer_n",2
"slap_n",2
"slayer_n",2
"sleeper_n",2
"slippery_adj",2
"slither_v",2
"slope_v",2
"slowly_adv",2
"sluggish_adj",2
"slumber_n",2
"smart_adj",2
"smooth_adj",2
"smooth_v",2
"something_pron",2
"sorrowful_adj",2
"sortie_n",2
"southland_n",2
"spare_adj",2
"speechless_adj",2
"speedy_adj",2
"spinney_n",2
"splinter_n",2
"square_adj",2
"stagnant_adj",2
"steel_v",2
"stew_n",2
"still_adv",2
"stillness_n",2
"stomach_v",2
"stonework_n",2
"stray_n",2
"strip_n",2
"strive_v",2
"stroll_v",2
"strongly_adv",2
"stuff_v",2
"stump_v",2
"stun_v",2
"suave_adj",2
"submerge_v",2
"success_n",2
"sully_v",2
"sunlight_n",2
"sunny_adj",2
"sunset_n",2
"surcoat_n",2
"surge_n",2
"surly_adj",2
"surmount_v",2
"surprise_v",2
"surrender_v",2
"suspect_v",2
"sweep_v",2
"sweeten_v",2
"swirl_n",2
"system_n",2
"talk_v",2
"tatter_n",2
"them_pron",2
"themselves_pron",2
"theory_n",2
"therein_adv",2
"thicken_v",2
"thicket_n",2
"thieve_v",2
"throughout_prep",2
"thump_v",2
"tier_n",2
"timid_adj",2
"tolerant_adj",2
"too_adv",2
"topic_n",2
"torrent_n",2
"touch_n",2
"township_n",2
"treachery_n",2
"treatise_n",2
"treble_v",2
"trespass_n",2
"trifle_n",2
"trouble_n",2
"trumpet_n",2
"truss_v",2
"tube_n",2
"turmoil_n",2
"twentieth_n",2
"twin_v",2
"umbrella_n",2
"uncanny_adj",2
"unhorse_v",2
"unlikely_adj",2
"unscathed_adj",2
"untimely_adj",2
"unwilling_adj",2
"upon_prep",2
"utterly_adv",2
"vambrace_n",2
"vanguard_n",2
"variety_n",2
"vast_adj",2
"veil_n",2
"venomous_adj",2
"veritable_adj",2
"victorious_adj",2
"vigilance_n",2
"vigilant_adj",2
"vineyard_n",2
"visitor_n",2
"vivid_adj",2
"vow_v",2
"wager_n",2
"warehouse_n",2
"warrant_v",2
"warrior_n",2
"wat_n",2
"were_v",2
"whip_n",2
"wildfire_n",2
"wither_v",2
"wizard_n",2
"abode_n",1
"abroad_adv",1
"abrupt_adj",1
"absolute_adj",1
"accounting_n",1
"accurate_adj",1
"accursed_adj",1
"across_adv",1
"across_prep",1
"act_v",1
"add_v",1
"admirable_adj",1
"admirer_n",1
"afloat_adj",1
"afternoon_n",1
"afterward_adv",1
"alarm_v",1
"alive_adj",1
"ally_n",1
"almost_adv",1
"alternative_n",1
"always_adv",1
"amount_n",1
"amusement_n",1
"anew_adv",1
"animal_n",1
"annotation_n",1
"anyhow_adv",1
"applaud_v",1
"applause_n",1
"approval_n",1
"arch_adj",1
"aright_adv",1
"ashore_adv",1
"aside_adv",1
"asleep_adj",1
"attack_n",1
"attract_v",1
"attribute_v",1
"auction_n",1
"awake_adj",1
"awhile_adv",1
"aye_interj",1
"back_adj",1
"back_adv",1
"bandy_v",1
"bang_v",1
"battle_v",1
"beardless_adj",1
"bearer_n",1
"beat_n",1
"beater_n",1
"because_conj",1
"bedridden_adj",1
"bedroom_n",1
"beginning_n",1
"begrudge_v",1
"behind_adv",1
"behind_prep",1
"bellow_v",1
"below_adv",1
"bewitch_v",1
"birthday_n",1
"biter_n",1
"black_n",1
"blazon_v",1
"blear_v",1
"blizzard_n",1
"blossom_v",1
"boast_v",1
"bond_n",1
"bother_v",1
"brazen_adj",1
"breadth_n",1
"breastwork_n",1
"breathe_v",1
"bridle_v",1
"brief_adj",1
"brunt_n",1
"burn_n",1
"burrow_n",1
"burst_n",1
"busy_v",1
"byre_n",1
"calculation_n",1
"cannot_v",1
"cap_v",1
"captive_adj",1
"captor_n",1
"carefully_adv",1
"casket_n",1
"cautious_adj",1
"celebrate_v",1
"celebration_n",1
"cell_n",1
"century_n",1
"chap_n",1
"chill_v",1
"choke_v",1
"chooser_n",1
"chuckle_v",1
"circlet_n",1
"circulate_v",1
"clad_adj",1
"clasp_n",1
"clemency_n",1
"clench_v",1
"clime_n",1
"clothes_n",1
"cloudy_adj",1
"cloven_adj",1
"cluster_n",1
"cobweb_n",1
"coin_v",1
"collapse_v",1
"comb_v",1
"combat_n",1
"comer_n",1
"comical_adj",1
"commend_v",1
"commentary_n",1
"commit_v",1
"compensate_v",1
"compensation_n",1
"complete_v",1
"conduct_n",1
"confederate_n",1
"conflict_v",1
"congratulate_v",1
"conjectural_adj",1
"considerable_adj",1
"construct_v",1
"contents_n",1
"control_n",1
"convenience_n",1
"convenient_adj",1
"converge_v",1
"convince_v",1
"convulse_v",1
"convulsion_n",1
"cordial_adj",1
"correct_v",1
"correspondence_n",1
"corruption_n",1
"could_v",1
"cover_n",1
"cow_v",1
"crack_n",1
"craftsman_n",1
"creak_v",1
"credible_adj",1
"creeper_n",1
"croak_v",1
"crook_v",1
"cudgel_n",1
"cunning_n",1
"curve_v",1
"cut_n",1
"dance_n",1
"darken_v",1
"darkly_adv",1
"darkness_n",1
"dawn_n",1
"daylong_adj",1
"dead_n",1
"deadly_adj",1
"dealer_n",1
"dearly_adv",1
"deathly_adj",1
"decipher_v",1
"decrease_n",1
"deep_adv",1
"deeply_adv",1
"definite_adj",1
"delete_v",1
"deliberate_adj",1
"delude_v",1
"dent_n",1
"desolate_adj",1
"desolate_v",1
"desperate_adj",1
"detect_v",1
"devious_adj",1
"dewy_adj",1
"diary_n",1
"digest_v",1
"dike_v",1
"dim_v",1
"direct_v",1
"direction_n",1
"dirge_n",1
"disappear_v",1
"disappointment_n",1
"disc_n",1
"disconcert_v",1
"discovery_n",1
"discuss_v",1
"dispel_v",1
"dissolve_v",1
"distort_v",1
"distribute_v",1
"dither_v",1
"dizziness_n",1
"dol_n",1
"dominate_v",1
"doom_v",1
"dotard_n",1
"downright_adv",1
"downward_adv",1
"drank_v",1
"draught_n",1
"drawn_adj",1
"dream_v",1
"dreamless_adj",1
"drink_n",1
"drowse_v",1
"dusty_adj",1
"earnestly_adv",1
"earthenware_n",1
"earthquake_n",1
"easterling_n",1
"eastward_adv",1
"elaborate_adj",1
"elderly_adj",1
"eldest_adj",1
"elect_v",1
"eleventh_adj",1
"elude_v",1
"elusive_adj",1
"elvish_adj",1
"embark_v",1
"emergency_n",1
"end_v",1
"ending_n",1
"energetic_adj",1
"enlighten_v",1
"enormous_adj",1
"enthusiastic_adj",1
"entrance_n",1
"envelope_n",1
"erect_adj",1
"erect_v",1
"escort_v",1
"esteem_n",1
"even_n",1
"even_v",1
"evening_n",1
"evermore_adv",1
"everywhere_adv",1
"evict_v",1
"evil_n",1
"exact_adj",1
"excavate_v",1
"excavation_n",1
"exclamation_n",1
"exert_v",1
"exhalation_n",1
"exhaust_v",1
"exhibit_v",1
"exit_n",1
"expanse_n",1
"expect_v",1
"expectancy_n",1
"expel_v",1
"expend_v",1
"explain_v",1
"explanation_n",1
"explode_v",1
"expression_n",1
"extensive_adj",1
"extinguish_v",1
"extract_n",1
"extraordinary_adj",1
"eyebrow_n",1
"faint_v",1
"faintly_adv",1
"fairly_adv",1
"faithful_adj",1
"fare_n",1
"farewell_interj",1
"farm_v",1
"fastness_n",1
"fellowship_n",1
"fence_n",1
"field_v",1
"fighting_n",1
"finding_n",1
"firelight_n",1
"firth_n",1
"fishing_n",1
"flats_n",1
"fleeting_adj",1
"flounder_v",1
"flurry_n",1
"flutter_v",1
"foam_v",1
"foot_v",1
"footman_n",1
"footprint_n",1
"footstool_n",1
"forebode_v",1
"foreboding_n",1
"forefinger_n",1
"formerly_adv",1
"fortunate_adj",1
"forward_n",1
"fowl_v",1
"fragment_n",1
"frame_n",1
"frank_v",1
"frantic_adj",1
"fray_n",1
"freer_n",1
"freshet_n",1
"friendless_adj",1
"friendly_adj",1
"frightful_adj",1
"frisky_adj",1
"fun_n",1
"furrow_v",1
"future_n",1
"gabble_v",1
"gangway_n",1
"gap_v",1
"gate_v",1
"gay_n",1
"gaze_n",1
"genealogical_adj",1
"general_n",1
"gesture_n",1
"ghostly_adj",1
"give_n",1
"giver_n",1
"gladden_v",1
"gladly_adv",1
"gladness_n",1
"glare_n",1
"glaze_v",1
"going_n",1
"goodness_n",1
"goods_n",1
"gradual_adj",1
"grandsire_n",1
"grateful_adj",1
"gratify_v",1
"gratitude_n",1
"graver_n",1
"greatness_n",1
"greedily_adv",1
"greeting_n",1
"grimness_n",1
"grind_n",1
"grip_n",1
"grist_n",1
"groaning_n",1
"grope_n",1
"grope_v",1
"grot_n",1
"guilty_adj",1
"gully_n",1
"halfway_adv",1
"hallow_n",1
"hallows_n",1
"halve_v",1
"hand_v",1
"handicraft_n",1
"handkerchief_n",1
"handle_n",1
"handsome_adj",1
"hard_adv",1
"hardness_n",1
"harm_v",1
"hastily_adv",1
"hatred_n",1
"haul_v",1
"hazard_v",1
"head_v",1
"headway_n",1
"healing_n",1
"hearten_v",1
"heavily_adv",1
"heaviness_n",1
"hedgehog_n",1
"hedgerow_n",1
"helper_n",1
"helpless_adj",1
"hemlock_n",1
"henceforth_adv",1
"hereafter_adv",1
"herself_pron",1
"hesitate_v",1
"hi_interj",1
"high_adv",1
"highland_n",1
"highway_n",1
"hillock_n",1
"himself_pron",1
"hindrance_n",1
"holding_n",1
"hole_v",1
"holiday_n",1
"hollow_n",1
"hollow_v",1
"home_v",1
"homecoming_n",1
"homeless_adj",1
"horrify_v",1
"horse_v",1
"hovel_n",1
"hued_adj",1
"humorous_adj",1
"hunt_n",1
"hunting_n",1
"hush_v",1
"idly_adv",1
"ill_adj",1
"immortal_adj",1
"immovable_adj",1
"impervious_adj",1
"important_adj",1
"improvement_n",1
"impudence_n",1
"impulse_n",1
"include_v",1
"inclusion_n",1
"incompatible_adj",1
"indeed_adv",1
"indignant_adj",1
"indomitable_adj",1
"inevitable_adj",1
"inexhaustible_adj",1
"inimitable_adj",1
"innumerable_adj",1
"inscribe_v",1
"inscription_n",1
"insecure_adj",1
"insecurity_n",1
"insolence_n",1
"instruct_v",1
"intact_adj",1
"interior_adj",1
"interrupt_v",1
"interruption_n",1
"into_prep",1
"intolerable_adj",1
"intricate_adj",1
"introduce_v",1
"invade_v",1
"invent_v",1
"investigate_v",1
"investigator_n",1
"invitation_n",1
"irrevocable_adj",1
"islet_n",1
"itch_n",1
"its_pron",1
"itself_pron",1
"jerkin_n",1
"jest_v",1
"jog_v",1
"joke_v",1
"jolt_v",1
"keenly_adv",1
"keep_n",1
"keystone_n",1
"kindly_adj",1
"kindness_n",1
"kindred_n",1
"kingship_n",1
"kinsman_n",1
"knee_v",1
"knighthood_n",1
"knock_v",1
"knowledgeable_adj",1
"known_adj",1
"lag_v",1
"lam_v",1
"landmark_n",1
"last_adv",1
"lately_adv",1
"later_adj",1
"later_adv",1
"latter_adj",1
"layer_n",1
"leanness_n",1
"learning_n",1
"leechcraft_n",1
"left_n",1
"legendary_adj",1
"level_v",1
"lighting_n",1
"lightless_adj",1
"like_n",1
"liking_n",1
"limp_adj",1
"lind_n",1
"little_n",1
"living_n",1
"loathing_n",1
"lode_n",1
"long_adv",1
"longing_n",1
"look_n",1
"loom_n",1
"lover_n",1
"loving_adj",1
"luminous_adj",1
"manfully_adv",1
"manuscript_n",1
"marge_n",1
"marking_n",1
"marksman_n",1
"marshland_n",1
"mask_v",1
"matriarch_n",1
"mature_adj",1
"maul_v",1
"meeting_n",1
"memorable_adj",1
"merrily_adv",1
"merriment_n",1
"middle_n",1
"midst_n",1
"midsummer_n",1
"might_v",1
"mightily_adv",1
"misgiving_n",1
"mistake_v",1
"moan_n",1
"moan_v",1
"moderate_adj",1
"molten_adj",1
"morning_n",1
"mortal_n",1
"mountaineer_n",1
"mountainous_adj",1
"multitudinous_adj",1
"murderous_adj",1
"musical_adj",1
"myself_pron",1
"nakedness_n",1
"napping_n",1
"narrow_n",1
"nearby_adv",1
"neck_v",1
"neglect_v",1
"nevertheless_adv",1
"newcomer_n",1
"nicely_adv",1
"ninth_adj",1
"nonsense_n",1
"nor_conj",1
"northland_n",1
"northward_adv",1
"nostril_n",1
"not_adv",1
"notch_v",1
"nowadays_adv",1
"numerous_adj",1
"oblong_adj",1
"obstinate_adj",1
"obvious_adj",1
"off_adv",1
"off_prep",1
"often_adv",1
"olden_adj",1
"omen_n",1
"ominous_adj",1
"omit_v",1
"onlooker_n",1
"onset_n",1
"open_n",1
"opener_n",1
"opening_n",1
"opponent_n",1
"ours_pron",1
"out_adj",1
"out_v",1
"outer_adj",1
"overboard_adv",1
"overgrown_adj",1
"overhead_adv",1
"overlook_v",1
"overtake_v",1
"overwhelm_v",1
"own_v",1
"owner_n",1
"oxen_n",1
"package_n",1
"pallid_adj",1
"panoply_n",1
"parental_adj",1
"passing_n",1
"paw_v",1
"peach_v",1
"peak_n",1
"peal_n",1
"peculiarity_n",1
"performance_n",1
"pippin_n",1
"plantation_n",1
"planting_n",1
"polite_adj",1
"pollute_v",1
"pond_n",1
"ponderous_adj",1
"pong_n",1
"portend_v",1
"postpone_v",1
"postscript_n",1
"potency_n",1
"potter_v",1
"praise_n",1
"presage_n",1
"prevent_v",1
"previous_adj",1
"primeval_adj",1
"probe_v",1
"proclaim_v",1
"produce_v",1
"prompt_v",1
"prostrate_adj",1
"protrude_v",1
"proudly_adv",1
"puff_n",1
"punctual_adj",1
"quickbeam_n",1
"quickly_adv",1
"quiet_v",1
"quite_adv",1
"quotation_n",1
"radiance_n",1
"radiant_adj",1
"raid_n",1
"rang_v",1
"rasher_n",1
"realize_v",1
"rebellious_adj",1
"recess_n",1
"recollect_v",1
"recommend_v",1
"recruit_v",1
"regret_n",1
"relapse_v",1
"remarkable_adj",1
"remit_v",1
"remote_adj",1
"resinous_adj",1
"result_v",1
"retirement_n",1
"retrace_v",1
"revenge_n",1
"ridiculous_adj",1
"rightful_adj",1
"rightly_adv",1
"ringing_n",1
"ripeness_n",1
"ripple_n",1
"rival_n",1
"rivalry_n",1
"roar_n",1
"ruin_v",1
"ruination_n",1
"running_n",1
"rustic_adj",1
"saddle_v",1
"sadness_n",1
"safe_n",1
"sailing_n",1
"say_n",1
"saying_n",1
"scatter_v",1
"scrabble_v",1
"scramble_n",1
"scratch_v",1
"scream_n",1
"second_n",1
"seed_v",1
"select_v",1
"semicircle_n",1
"series_n",1
"setting_n",1
"shadowy_adj",1
"shady_adj",1
"shallow_adj",1
"sharpness_n",1
"sheepish_adj",1
"shine_n",1
"shipwright_n",1
"shooting_n",1
"shorn_adj",1
"shorten_v",1
"shout_v",1
"shrewd_adj",1
"shriek_v",1
"shroud_v",1
"shrug_v",1
"sick_n",1
"significant_adj",1
"silent_adj",1
"silken_adj",1
"simple_n",1
"since_adv",1
"since_conj",1
"since_prep",1
"sinuous_adj",1
"skilled_adj",1
"slain_adj",1
"slash_v",1
"sleek_adj",1
"slipper_n",1
"slit_n",1
"slow_v",1
"smell_n",1
"smelling_n",1
"snick_v",1
"soldiery_n",1
"somehow_adv",1
"somewhat_adv",1
"sonorous_adj",1
"sorceress_n",1
"sorely_adv",1
"southward_adv",1
"spare_n",1
"sparkle_v",1
"sparkler_n",1
"specialize_v",1
"splinter_v",1
"spokesman_n",1
"spur_v",1
"squeak_v",1
"squeal_v",1
"stank_v",1
"stave_n",1
"steam_v",1
"sticky_adj",1
"stiffen_v",1
"sting_n",1
"stir_n",1
"straighten_v",1
"strengthen_v",1
"strict_adj",1
"submit_v",1
"subside_v",1
"subterranean_adj",1
"suggest_v",1
"sunbeam_n",1
"sunrise_n",1
"sunshine_n",1
"superb_adj",1
"supplement_v",1
"surge_v",1
"surpass_v",1
"sway_n",1
"sweet_n",1
"sweetly_adv",1
"sweetness_n",1
"swelling_n",1
"swing_n",1
"swollen_adj",1
"swoon_n",1
"swordsman_n",1
"teaching_n",1
"temperament_n",1
"temporary_adj",1
"tentacle_n",1
"terrific_adj",1
"terrify_v",1
"territory_n",1
"texture_n",1
"thankful_adj",1
"these_pron",1
"thickness_n",1
"thievery_n",1
"those_pron",1
"thoughtful_adj",1
"threaten_v",1
"thrice_adv",1
"throttle_v",1
"thud_v",1
"tie_v",1
"tighten_v",1
"tilth_n",1
"time_v",1
"toad_n",1
"toll_v",1
